SeniorCitizen,tenure,MonthlyCharges,gender_Male,Dependents_Yes,PhoneService_Yes,MultipleLines_Yes,InternetService_Fiber optic,Contract_One year,Contract_Two year
0,0.880734693482843,0.19736523310080326,True,True,True,True,False,True,False
0,-1.2774445836787656,0.5247392421335293,True,False,True,False,True,False,False
0,-0.7888002190384014,-1.5109620830699715,True,False,True,False,False,True,False
1,-0.3408762181180675,1.0565142821866886,False,True,True,False,True,False,True
1,-1.0738427650786138,0.31036742911209936,False,False,True,False,True,False,False
1,0.22920887396235737,1.2575917192067896,True,False,True,True,True,False,False
0,-0.8295205827584317,0.677624566148813,False,False,True,False,True,True,False
0,-0.2594354906780068,-0.6684310039857471,True,False,False,False,False,False,False
0,-1.0738427650786138,-0.8046983579993692,False,True,False,False,False,False,True
0,1.4100994218432374,0.7524054311562884,True,True,True,True,True,True,False
1,1.2064976032430856,1.2958130502106107,True,False,True,True,True,True,False
0,0.7178532386027215,-0.8412578920030237,True,True,False,False,False,False,False
0,1.6137012404433893,0.0295237360840249,True,True,False,False,False,False,True
1,-0.055833672077855064,1.1346187411944968,False,True,True,False,True,False,False
0,1.6137012404433893,0.9052907551715716,True,False,True,True,False,False,True
0,0.758573602322752,-0.6750781919864114,True,False,False,False,False,False,False
0,-1.2774445836787656,-1.4744025490663168,False,False,True,False,False,False,False
0,1.125056875803025,1.6780263602488188,False,True,True,True,True,False,True
0,-0.3408762181180675,-1.4960059100684764,False,True,True,False,False,False,True
0,-1.2367242199587352,0.5280628361338618,False,False,True,False,True,False,False
0,-1.1552834925186746,0.4383257981248911,False,False,True,True,True,False,False
0,1.4100994218432374,0.0295237360840249,False,False,True,True,False,False,True
0,1.4915401492832983,1.3838882912194153,False,False,True,False,True,True,False
0,-1.2774445836787656,0.15914390209698223,False,False,True,False,True,False,False
0,1.4100994218432374,-1.3265026160515319,True,False,True,True,False,False,True
0,-1.2774445836787656,0.8354952811645946,True,False,True,False,True,False,False
1,1.4100994218432374,0.6344178441444933,True,False,True,True,True,False,False
1,-0.21871512695797646,0.720831288153132,False,False,True,True,True,False,False
0,0.35136996512244845,1.3872118852197473,False,False,True,True,True,False,False
0,1.2879383306831464,1.476948923228718,True,True,True,True,True,False,True
0,-1.2774445836787656,0.16080569909714826,False,False,True,False,True,False,False
0,-1.0738427650786138,-0.6651074099854147,True,False,True,False,False,False,False
0,1.6137012404433893,0.016229360082695727,True,True,False,False,False,False,True
0,1.002895784642934,0.1774236690988095,False,True,True,False,False,True,False
0,1.5322605130033284,0.2721460981082788,True,False,True,True,False,False,True
1,-0.9109613101984924,0.6909189421501416,True,False,True,True,True,False,False
0,-1.2774445836787656,-0.3011738669490337,True,False,True,False,False,False,False
1,1.5729808767233588,0.8338334841644282,False,False,True,True,False,False,True
0,-1.1960038562387048,-0.8130073430001998,False,True,False,False,False,False,False
0,1.247217966963116,-1.3481059770536914,False,False,True,True,False,False,True
0,-0.30015585439803716,0.32698539911376057,False,False,True,False,True,False,False
0,1.2064976032430856,-1.341458789053027,True,True,True,True,False,False,True
0,0.9214550572028734,0.9966895901807084,False,False,True,False,True,True,False
0,0.7992939660427822,0.47987072312904416,True,True,True,False,False,False,True
0,-0.6666391278783103,0.5396954151350245,False,True,True,False,True,False,False
0,-0.13727439951791576,0.7656998071576172,False,True,True,False,True,False,False
0,-1.2367242199587352,-0.9858342310174765,False,False,False,False,False,False,False
0,-0.9924020376385531,0.19736523310080326,True,False,True,False,True,False,False
0,-1.1145631287986442,0.682609957149311,False,False,True,False,True,False,False
0,-0.9516816739185228,-1.4976677070686424,True,False,True,False,False,False,False
1,-0.015113308357824713,0.32033821111309646,False,False,True,False,True,False,False
0,1.6137012404433893,0.6560212051466532,True,True,True,True,True,False,True
0,-1.0331224013585834,-0.5022513039691348,True,True,False,False,False,False,True
1,-0.5851984004382496,-0.2114368289400632,True,False,True,True,False,False,False
0,0.6364125111626608,1.3406815692150957,False,False,True,True,True,False,False
1,1.5729808767233588,1.0498670941860242,False,False,True,True,True,False,True
0,-1.2774445836787656,0.17576187209864347,True,False,True,False,True,False,False
0,1.4915401492832983,1.3440051632154282,True,False,True,True,True,True,False
0,1.125056875803025,-1.4710789550659844,True,False,True,False,False,False,True
1,-1.2774445836787656,-1.3198554280508674,True,False,False,False,False,False,False
0,-1.2774445836787656,-0.5238546649712943,True,False,True,False,False,False,False
0,0.22920887396235737,0.895319973170575,True,False,True,True,True,False,False
0,-1.1552834925186746,-1.4860351280674797,False,False,True,False,False,False,False
0,-0.055833672077855064,1.1528985081963241,True,False,True,False,True,False,True
1,-0.748079855318371,0.46823814412788106,False,False,True,False,True,False,False
1,1.5729808767233588,1.4935668932303794,False,False,True,False,True,False,True
0,-1.2367242199587352,0.5380336181348585,True,False,True,False,True,False,False
0,1.2879383306831464,0.9518210711762233,True,True,True,True,True,False,True
0,-0.9516816739185228,0.5247392421335293,False,False,True,False,True,False,False
0,0.9621754209229036,1.3572995392167568,False,False,True,False,True,True,False
0,-0.8702409464784621,0.9784098231788811,False,False,True,False,True,False,False
0,1.6137012404433893,-1.5076384890696393,True,True,True,False,False,False,True
0,-1.2774445836787656,-1.4993295040688086,False,False,True,False,False,False,False
0,1.125056875803025,1.4852579082295487,True,False,True,True,True,False,False
1,0.025607055362205634,-0.4906187249679718,True,False,False,False,False,False,False
0,1.6137012404433893,-1.4893587220678117,True,True,True,False,False,False,True
0,-0.2594354906780068,0.7440964461554579,False,False,True,False,True,True,False
0,-1.1960038562387048,0.6992279271509723,False,False,True,False,True,False,False
0,-0.4223169455581282,-0.8495668770038544,False,True,False,False,False,False,False
1,-0.4223169455581282,-0.04027173792295256,False,False,True,True,False,False,False
0,-1.2774445836787656,-0.3726311379561772,False,False,True,False,False,False,False
0,-0.21871512695797646,-0.3327480099521901,True,True,True,False,False,False,False
0,-1.2774445836787656,0.16412929309748078,False,False,True,False,True,False,False
0,0.35136996512244845,1.3805646972190828,False,False,True,True,True,False,False
1,-0.748079855318371,0.3170146171127639,False,False,True,True,True,False,False
0,-1.0331224013585834,0.15249671409631763,True,False,True,False,True,False,False
0,-0.015113308357824713,-0.3510277769540174,False,False,True,True,False,False,False
0,0.35136996512244845,0.12424616509349373,True,True,True,True,False,True,False
1,-1.1552834925186746,-0.6235624849812617,False,True,True,False,False,False,False
0,0.9621754209229036,-1.289943082047877,True,False,True,True,False,False,True
1,0.025607055362205634,1.5184938482328711,False,False,True,True,True,False,False
1,-1.2367242199587352,0.05445069108651675,True,False,True,False,False,False,False
0,-0.1779947632379461,1.3606231332170895,True,False,True,True,True,False,False
0,-1.2774445836787656,-0.3410569949530208,False,True,True,False,False,False,False
0,-1.2774445836787656,-1.5275800530716328,True,True,True,False,False,True,False
0,-1.2367242199587352,0.17410007509847744,False,False,True,False,True,False,False
1,-1.1552834925186746,0.32033821111309646,True,False,True,True,True,False,False
0,0.06632741908223598,1.3489905542159264,True,False,True,True,True,False,False
0,1.2879383306831464,-0.2130986259402292,False,False,True,True,False,True,False
0,-1.0331224013585834,-1.5225946620711341,True,False,True,False,False,False,False
0,0.758573602322752,0.6460504231456565,True,True,True,True,True,True,False
0,-0.46303730927815856,-1.4760643460664828,True,False,True,False,False,True,False
0,-0.46303730927815856,0.2089978121019659,False,False,True,False,False,False,True
1,1.002895784642934,0.8604222361670865,True,False,True,False,True,True,False
0,-1.0738427650786138,0.356897745116751,True,False,True,True,True,False,False
0,-0.9924020376385531,-0.5105602889699654,False,False,True,False,False,False,False
0,-0.5851984004382496,-1.303237458049206,True,True,False,False,False,False,False
1,-1.0331224013585834,0.1774236690988095,True,False,True,False,True,False,False
0,0.10704778280226633,-0.17155370093607614,True,False,True,True,False,False,False
0,-0.015113308357824713,0.3319707901142591,False,False,True,True,False,True,False
0,-0.0965540357978854,1.1861344481996465,False,False,True,True,True,False,False
0,-0.2594354906780068,-0.47898614596680894,True,True,True,False,False,True,False
0,0.22920887396235737,1.0083221691818711,True,False,True,True,True,False,False
1,0.35136996512244845,1.609892683242008,False,False,True,True,True,False,False
0,0.06632741908223598,-0.6617838159850825,True,True,False,False,False,False,False
1,0.9214550572028734,-0.1582593249347472,True,False,True,True,False,True,False
1,1.002895784642934,0.9717626351782166,False,False,True,True,True,False,False
1,1.369379058123207,1.3240635992134344,False,False,True,True,True,True,False
0,0.43281069256250915,0.7091987091519689,True,False,True,False,True,False,False
0,-0.015113308357824713,0.38348649711940885,False,True,True,False,False,False,False
0,-1.2774445836787656,-1.479387940066815,True,False,True,False,False,False,False
0,0.3106496014024181,0.531386430134194,False,False,True,True,False,True,False
0,0.35136996512244845,1.1063681921916724,False,False,True,True,True,False,False
1,-0.0965540357978854,0.8554368451665879,True,False,True,True,True,False,False
0,-1.1960038562387048,0.5097830691320341,False,False,True,False,True,False,False
0,0.880734693482843,1.3074456292117733,False,True,True,True,True,False,False
0,-0.9516816739185228,1.0000131841810405,True,False,True,False,True,False,False
1,-1.0331224013585834,0.35357415111641893,True,False,True,True,True,False,False
0,1.0436161483629645,1.182810854199314,True,False,True,True,True,True,False
0,0.7992939660427822,0.8205391081630994,True,False,True,True,True,False,True
0,-0.2594354906780068,-0.8246399220013625,True,True,False,False,False,True,False
0,0.06632741908223598,-1.4760643460664828,False,False,True,False,False,False,False
0,0.8400143297628127,0.5264010391336954,True,False,True,False,True,False,False
0,-0.7073594915983407,0.7640380101574512,True,False,True,True,True,False,False
0,-1.2774445836787656,-1.505976692069473,True,True,True,False,False,False,False
0,-1.1145631287986442,-0.29785027294870164,False,False,True,False,False,False,False
0,0.06632741908223598,1.3489905542159264,False,True,True,False,True,False,False
0,-0.015113308357824713,1.2160467942026365,False,False,True,True,True,False,False
0,0.35136996512244845,-0.9758634490164798,False,True,False,False,False,True,False
0,-0.30015585439803716,-0.3510277769540174,False,False,False,False,False,True,False
0,-0.62591876415828,-0.08846385092776998,True,True,True,True,False,True,False
0,-0.62591876415828,-1.328164413051698,False,False,True,True,False,False,False
0,1.5322605130033284,0.6626683931473177,False,False,True,True,False,False,True
0,0.43281069256250915,-1.5142856770703037,True,True,True,False,False,True,False
0,1.5729808767233588,-1.343120586053193,True,True,True,True,False,False,True
1,-1.2367242199587352,-1.3397969920528607,True,False,False,False,False,False,False
0,0.6771328748826912,0.32698539911376057,True,False,True,True,True,False,False
1,1.6137012404433893,1.3373579752147637,False,False,True,True,True,True,False
0,-0.2594354906780068,0.6493740171459885,True,False,True,True,True,False,False
0,-0.5851984004382496,-1.4843733310673135,False,False,True,False,False,True,False
0,-1.2774445836787656,0.9484974771758907,True,True,True,True,True,False,False
0,-0.9516816739185228,-1.3514295710540236,True,False,False,False,False,True,False
0,-0.1779947632379461,0.39179548212023946,True,False,True,False,True,False,False
0,1.125056875803025,-1.5126238800701375,False,True,True,False,False,False,True
0,-0.38159658183809786,-1.4594463760648215,True,False,True,False,False,False,False
0,-0.7073594915983407,0.4981504901308714,False,False,True,True,True,False,False
0,-0.13727439951791576,0.08934842809000525,False,False,True,True,False,False,False
0,0.9621754209229036,-1.4943441130683104,False,True,True,False,False,False,True
0,-0.8702409464784621,-0.33773340095268845,False,False,True,False,False,True,False
0,-0.21871512695797646,0.15249671409631763,True,False,True,False,False,True,False
0,-1.2774445836787656,0.17410007509847744,True,False,True,False,True,False,False
0,1.369379058123207,0.8570986421667539,False,False,True,True,True,True,False
1,-1.2367242199587352,-0.2729233179462098,False,False,True,True,False,False,False
0,-0.5444780367182193,-1.4827115340671475,False,True,True,False,False,False,True
0,1.2064976032430856,1.003336778181373,True,True,True,True,True,True,False
0,0.758573602322752,0.4615909561272169,False,False,True,True,False,True,False
0,1.6137012404433893,0.9800716201790471,False,False,True,True,True,False,True
0,-0.9109613101984924,0.8222009051632655,True,False,True,False,True,False,False
0,0.18848851024232702,0.11095178909216456,False,False,True,True,False,True,False
0,0.10704778280226633,-0.4856333339674735,False,True,True,True,False,False,False
0,-0.9109613101984924,-0.12668518193159078,False,False,True,False,False,False,False
0,-1.2774445836787656,-1.4827115340671475,True,False,True,False,False,False,False
0,-0.2594354906780068,-1.479387940066815,False,True,True,False,False,False,False
0,1.6137012404433893,0.5829021371393436,True,False,True,True,False,False,True
1,0.22920887396235737,1.156222102196656,False,False,True,True,True,False,False
0,-0.5851984004382496,1.1661928841976528,False,False,True,True,True,False,False
0,0.9621754209229036,-0.4008816869590011,True,False,True,False,False,True,False
0,0.14776814652229667,-0.3427187919531868,False,False,True,True,False,True,False
0,-0.4223169455581282,0.7972739501607736,True,True,True,True,True,False,False
